id,term,definition,external_id,external_source,comment,curator,parent_id,level,created_at,updated_at,legacy_id
10720,Levocetirizine H1-Antihistamine Action," it has also been labeled as a third-generation antihistamine because it is developed from a second-generation antihistamine (cetirizine). h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:51 UTC,2018-04-06 00:43:41 UTC,
10721,Levomethadyl Acetate Action Action Pathway," however, levomethadyl acetate is more active and more toxic than morphine. opiate receptors (mu, kappa, delta) are coupled with g-protein receptors and function as both positive and negative regulators of synaptic transmission via g-proteins that activate effector proteins.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:51 UTC,2018-04-06 00:43:41 UTC,
10722,Levomethadyl Acetate Metabolism Pathway, it is an opioid agonist that has been used as an analgesic and to treat opioid dependence. levomethadyl acetate is metabolized by cytochrome p450 3a4 in two n-demethylation reactions to nor-levomethadyl acetate (nor-laam) and subsequently to dinor-levomethadyl acetate (dinor-laam).,,SMPDB,,Ana,7662,5,2018-02-27 00:04:52 UTC,2018-04-06 00:43:41 UTC,
10723,Levorphanol Action Pathway," levorphanol is similar to morphine in its actions, however it is up to 8 times more potent than morphine. levorphanol exerts its analgesic by acting on the mu-opioid receptor of sensory neurons.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:52 UTC,2018-04-06 00:43:41 UTC,
10724,Lidocaine (Antiarrhythmic) Action Pathway," contractile activity of cardiac myocytes is elicited via action potentials mediated by a number of ion channel proteins. during rest, or diastole, cells maintain a negative membrane potential; i.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:52 UTC,2018-04-06 00:43:41 UTC,
10725,Lidocaine (Local Anaesthetic) Action Pathway," lidocaine diffuses across the neuronal plasma membrane in its uncharged base form. once inside the cytoplasm, it is protonated and this protonated form enters and blocks the pore of the voltage-gated sodium channel from the cytoplasmic side.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:53 UTC,2018-04-06 00:43:41 UTC,
10726,Lidocaine (Local Anaesthetic) Metabolism Pathway," lidocaine diffuses across the neuronal plasma membrane in its uncharged base form. once inside the cytoplasm, it is protonated and this protonated form enters and blocks the pore of the voltage-gated sodium channel from the cytoplasmic side.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:53 UTC,2018-04-06 00:43:41 UTC,
10727,Lincomycin Action Pathway, lincomycin has been shown to be active in vitro against the following microorganisms: aerobic gram-positive cocci: streptococcus pyogenes and viridans group streptococci; aerobic gram-positive bacilli: corynebacterium diphtheriae; anaerobic gram-positive non-sporeforming bacilli: propionibacterium acnes; anaerobic gram-positive sporeforming bacilli: clostridium tetani and clostridium perfringens. lincomycin inhibits protein synthesis in susceptible bacteria by binding to the 50 s subunits of bacterial ribosomes and preventing peptide bond formation upon transcription.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:54 UTC,2018-04-06 00:43:41 UTC,
10728,Linoleic acid metabolism,,,HMDB,,Ana,7662,5,2018-02-27 00:04:54 UTC,2018-02-27 00:04:54 UTC,
10729,Lipoic acid metabolism,,,HMDB,,Ana,7662,5,2018-02-27 00:04:54 UTC,2018-02-27 00:04:54 UTC,
10730,Lisinopril Action Pathway," during sympathetic stimulation or when renal blood pressure or blood flow is reduced, renin is released from granular cells of the juxtaglomerular apparatus in the kidneys. in the blood stream, renin cleaves circulating angiotensinogen to angiotensin i (ati), which is cleaved by angiotensin converting enzyme (ace) to angiotensin ii (atii).",,SMPDB,,Ana,7662,5,2018-02-27 00:04:54 UTC,2018-04-06 00:43:41 UTC,
10731,Long-chain-3-hydroxyacyl-coa dehydrogenase deficiency (LCHAD)," signs and symptoms of lchad deficiency typically appear during infancy or early childhood and can include feeding difficulties, lack of energy (lethargy), low blood sugar (hypoglycemia), weak muscle tone (hypotonia), liver problems, and abnormalities in the light-sensitive tissue at the back of the eye (retina). later in childhood, people with this condition may experience muscle pain, breakdown of muscle tissue, and a loss of sensation in their arms and legs (peripheral neuropathy).",,SMPDB,,Ana,7662,5,2018-02-27 00:04:55 UTC,2018-04-06 00:43:41 UTC,
10732,Long-term depression,,,HMDB,,Ana,7662,5,2018-02-27 00:04:56 UTC,2018-02-27 00:04:56 UTC,
10733,Long-term potentiation,,,HMDB,,Ana,7662,5,2018-02-27 00:04:56 UTC,2018-02-27 00:04:56 UTC,
10734,Loratadine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:56 UTC,2018-04-06 00:43:41 UTC,
10735,Lornoxicam Action Pathway, cox-1 and -2 catalyze the conversion of arachidonic acid to prostaglandin g2 and prostaglandin g2 to prostglandin h2. prostaglandin h2 is the precursor to a number of prostaglandins (e.,,SMPDB,,Ana,7662,5,2018-02-27 00:04:56 UTC,2018-04-06 00:43:41 UTC,
10736,Losartan Action Pathway," during sympathetic stimulation or when renal blood pressure or blood flow is reduced, renin is released from granular cells of the juxtaglomerular apparatus in the kidneys. renin cleaves circulating angiotensinogen to angiotensin i, which is cleaved by angiotensin converting enzyme (ace) to angiotensin ii.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:58 UTC,2018-04-06 00:43:41 UTC,
10737,Lovastatin Action Pathway," hmg-coa catalyzes the conversion of hmg-coa to mevalonic acid, the rate-limiting step of cholesterol biosynthesis. lovastatin, like simvastin, is a prodrug.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:58 UTC,2018-04-06 00:43:41 UTC,
10738,Lumiracoxib Action Pathway," the mechanism of action of lumiracoxib is thought to be due to its ability to block prostaglandin synthesis by inhibiting cyclooxygenase 2 (cox-2), also called prostaglandin g/h synthase 2. cox-2 catalyze the conversion of arachidonic acid to prostaglandin g2 and prostaglandin g2 to prostglandin h2.",,SMPDB,,Ana,7662,5,2018-02-27 00:04:59 UTC,2018-04-06 00:43:41 UTC,
10739,Lymecycline Action Pathway," lymecycline is lipophilic and can diffuse across bacterial cell membranes or travel through membrane porin channels. once inside the bacterial cell, it reversibly binds to the bacterial 30s ribosomal subunit and prevents aminoacyl trna from binding to the a site of the ribosome-rna complex; aminoacyl trna binding inhibition likely occurs through steric hindrance.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:01 UTC,2018-04-06 00:43:41 UTC,
10740,Lysine biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:05:02 UTC,2018-02-27 00:05:02 UTC,
10741,Lysine Degradation," in the first two reactions, lysine is combined with alpha-ketoglutarate to form saccharopine, which in turn is cleaved and oxidized to yield glutamate and alpha-ketoadipic semialdehyde. the latter molecule is further oxidized to alpha-ketoadipate.",,HMDB,,Ana,7662,5,2018-02-27 00:05:02 UTC,2018-04-06 00:43:41 UTC,
10742,Lysinuric protein intolerance (LPI)," because the body cannot effectively break down these amino acids, which are found in many protein-rich foods, nausea and vomiting are typically experienced after ingesting protein. mutations in the slc7a7 gene cause lysinuric protein intolerance.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:02 UTC,2018-04-06 00:43:41 UTC,
10743,Lysosomal Acid Lipase Deficiency (Wolman Disease)," two major disorders, the severe infantile-onset wolman disease and the milder late-onset cholesteryl ester storage disease (cesd), may be caused by mutations in separate parts of the lipa gene. wolman disease is characterized by increased transaminases in serum, and increased cholesteryl esters and triglycerides in various tissues.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:03 UTC,2018-04-06 00:43:41 UTC,
10744,Magnesium salicylate Action Pathway, cox-1 and -2 catalyze the conversion of arachidonic acid to prostaglandin g2 and prostaglandin g2 to prostglandin h2. prostaglandin h2 is the precursor to a number of prostaglandins (e.,,SMPDB,,Ana,7662,5,2018-02-27 00:05:03 UTC,2018-04-06 00:43:41 UTC,
10745,Malate-Aspartate Shuttle, this allows the hydrogen ions of the cofactor nadh produced in the cytosol to reach the electron transport chain in the mitochondria and generate atp. the shuttle system is required because the inner membrane is impermeable to nadh and its oxidized form nad+.,,SMPDB,,Ana,7662,5,2018-02-27 00:05:05 UTC,2018-04-06 00:43:41 UTC,
10746,Malonic Aciduria," this enzyme breaks down malonyl-coa (a fatty acid precursor and a fatty acid oxidation blocker) into acetyl-coa and carbon dioxide. a defect in malonyl-coa decarboxylase results in accumulation of ammonia in the blood; methylmalonic acid in the plasma; creatinine in the serum; 3-aminoisobutyric acid, 3 hydroxypropionic acid, 3 hydoxyvaleric acid, glycine, acylcrnitine and methylmalonic acid in the urine; and methylmalonic acid in the spinal fluid.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:05 UTC,2018-04-06 00:43:41 UTC,
10747,malonyl-CoA biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:05:06 UTC,2018-02-27 00:05:06 UTC,
10748,MAPK signaling pathway,,,HMDB,,Ana,7662,5,2018-02-27 00:05:07 UTC,2018-02-27 00:05:07 UTC,
10749,Maturity onset diabetes of the young,,,HMDB,,Ana,7662,5,2018-02-27 00:05:09 UTC,2018-02-27 00:05:09 UTC,
10750,Measles,,,HMDB,,Ana,7662,5,2018-02-27 00:05:09 UTC,2018-02-27 00:05:09 UTC,
10751,Mebhydrolin H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:09 UTC,2018-04-06 00:43:41 UTC,
10752,Meclizine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:09 UTC,2018-04-06 00:43:41 UTC,
10753,Medium chain acyl-coa dehydrogenase deficiency (MCAD)," signs and symptoms of mcad deficiency typically appear during infancy or early childhood and can include vomiting, lack of energy (lethargy), and low blood sugar (hypoglycemia). in rare cases, symptoms of this disorder first appear during adulthood.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:09 UTC,2018-04-06 00:43:41 UTC,
10754,Mefenamic Acid Action Pathway," prostaglandin g/h synthase catalyzes the conversion of arachidonic acid to prostaglandin g2 and prostaglandin g2 to prostaglandin h2. prostglandin h2 is the precursor to a number of prostaglandins involved in fever, pain, swelling and inflammation (e.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:11 UTC,2018-04-06 00:43:41 UTC,
10755,melanin biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:05:12 UTC,2018-02-27 00:05:12 UTC,
10756,Melanogenesis,,,HMDB,,Ana,7662,5,2018-02-27 00:05:12 UTC,2018-02-27 00:05:12 UTC,
10757,melatonin biosynthesis,,,HMDB,,Ana,7662,5,2018-02-27 00:05:12 UTC,2018-02-27 00:05:12 UTC,
10758,Meloxicam Action Pathway," most nsaids, such as ibuprofen and naproxen, are non-selective prostaglandin g/h synthase (a.k.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:12 UTC,2018-04-06 00:43:41 UTC,
10759,Mepivacaine Action Pathway," mepivacaine diffuses across the neuronal plasma membrane in its uncharged base form. once inside the cytoplasm, it is protonated and this protonated form enters and blocks the pore of the voltage-gated sodium channel from the cytoplasmic side.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:14 UTC,2018-04-06 00:43:41 UTC,
10760,Mepyramine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:14 UTC,2018-04-06 00:43:41 UTC,
10761,Mequitazine H1-Antihistamine Action," h1-antihistamines interfere with the agonist action of histamine at the h1 receptor and are administered to attenuate inflammatory process in order to treat conditions such as allergic rhinitis, allergic conjunctivitis, and urticaria. reducing the activity of the nf-κb immune response transcription factor through the phospholipase c and the phosphatidylinositol (pip2) signalling pathways also decreases antigen presentation and the expression of pro-inflammatory cytokines, cell adhesion molecules, and chemotactic factors.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:14 UTC,2018-04-06 00:43:41 UTC,
10762,Mercaptopurine Action Pathway," mercaptopurine travels through the bloodstream and is transported into cells via nucleoside transporters.  mercaptopurine is then converted to thioguanosince diphosphate through a series of metabolic reactions that produces the metabolic intermediates, thioinosine 5’-monophosphate, thioxanthine monophosphate, and thioguanosine monophosphate.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:15 UTC,2018-04-06 00:43:41 UTC,
10763,Mercaptopurine Metabolism Pathway," mercaptopurine travels through the bloodstream and is transported into cells via nucleoside transporters.  mercaptopurine is then converted to thioguanosince diphosphate through a series of metabolic reactions that produces the metabolic intermediates, thioinosine 5’-monophosphate, thioxanthine monophosphate, and thioguanosine monophosphate.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:17 UTC,2018-04-06 00:43:41 UTC,
10764,Metabolism of xenobiotics by cytochrome P450,,,HMDB,,Ana,7662,5,2018-02-27 00:05:18 UTC,2018-02-27 00:05:18 UTC,
10765,Metachromatic Leukodystrophy (MLD)," a defect in this enzyme results in accumulation of 3-o-sulfogalactosylceramide in urine, neural and non neural tisues like kidney and gallbladder. there are several forms of mld.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:18 UTC,2018-04-06 00:43:41 UTC,
10766,Methacycline Action Pathway, methacycline inhibits cell growth by inhibiting translation. it binds to the 16s part of the 30s ribosomal subunit and prevents the amino-acyl trna from binding to the a site of the ribosome.,,SMPDB,,Ana,7662,5,2018-02-27 00:05:18 UTC,2018-04-06 00:43:41 UTC,
10767,Methadone Action Pathway," binding to the mu-opioid receptor activates associated g(i) proteins. these subsequently act to inhibit adenylate cyclase, reducing the level of intracellular camp.",,SMPDB,,Ana,7662,5,2018-02-27 00:05:19 UTC,2018-04-06 00:43:41 UTC,
